contratacion_id,empresa_id,empresa,anio,mes,mes_nombre,trimestre,rol,candidatos_recibidos,entrevistados,ofertas_enviadas,contratados,tasa_conversion_pct,tiempo_contratacion_dias,fuente_principal
CNT01500,E07,Hexaware Technologies,2023,7,July,Q3,Backend Developer,54,16,4,2,3.7,57,LinkedIn
CNT01501,E07,Hexaware Technologies,2023,7,July,Q3,Frontend Developer,75,32,12,9,12.0,52,LinkedIn
CNT01502,E07,Hexaware Technologies,2023,7,July,Q3,Full Stack Developer,52,18,4,3,5.77,64,Universidad UANL/ITESM
CNT01503,E07,Hexaware Technologies,2023,7,July,Q3,DevOps Engineer,22,8,2,1,4.55,49,Universidad UANL/ITESM
CNT01504,E07,Hexaware Technologies,2023,7,July,Q3,Cloud Architect,8,3,1,0,0.0,34,LinkedIn
CNT01505,E07,Hexaware Technologies,2023,7,July,Q3,Scrum Master,32,9,2,1,3.12,28,OCC Mundial
CNT01506,E07,Hexaware Technologies,2023,7,July,Q3,Project Manager,19,6,1,0,0.0,56,Glassdoor
CNT01507,E07,Hexaware Technologies,2023,7,July,Q3,Cybersecurity Analyst,36,11,2,1,2.78,58,LinkedIn
CNT01508,E07,Hexaware Technologies,2023,8,August,Q3,Data Analyst,72,23,5,3,4.17,59,Referidos
CNT01509,E07,Hexaware Technologies,2023,8,August,Q3,Software Developer,70,22,5,3,4.29,18,LinkedIn
CNT01510,E07,Hexaware Technologies,2023,8,August,Q3,Backend Developer,45,19,4,3,6.67,38,Referidos
CNT01511,E07,Hexaware Technologies,2023,8,August,Q3,Frontend Developer,5,1,1,0,0.0,21,Referidos
CNT01512,E07,Hexaware Technologies,2023,8,August,Q3,Full Stack Developer,133,41,14,12,9.02,20,LinkedIn
CNT01513,E07,Hexaware Technologies,2023,8,August,Q3,DevOps Engineer,33,9,2,1,3.03,47,Referidos
CNT01514,E07,Hexaware Technologies,2023,8,August,Q3,Cloud Architect,12,3,1,0,0.0,52,LinkedIn
CNT01515,E07,Hexaware Technologies,2023,8,August,Q3,Scrum Master,18,7,2,1,5.56,64,Universidad UANL/ITESM
CNT01516,E07,Hexaware Technologies,2023,8,August,Q3,Project Manager,13,3,1,0,0.0,41,OCC Mundial
CNT01517,E07,Hexaware Technologies,2023,8,August,Q3,Cybersecurity Analyst,75,18,4,2,2.67,44,LinkedIn
CNT01518,E07,Hexaware Technologies,2023,9,September,Q3,Data Analyst,80,30,8,4,5.0,43,Referidos
CNT01519,E07,Hexaware Technologies,2023,9,September,Q3,Software Developer,88,23,8,6,6.82,33,Csoftmty Jobs
CNT01520,E07,Hexaware Technologies,2023,9,September,Q3,Backend Developer,39,16,6,4,10.26,57,LinkedIn
CNT01521,E07,Hexaware Technologies,2023,9,September,Q3,Frontend Developer,54,20,6,4,7.41,45,Csoftmty Jobs
CNT01522,E07,Hexaware Technologies,2023,9,September,Q3,Full Stack Developer,56,18,4,3,5.36,60,Glassdoor
CNT01523,E07,Hexaware Technologies,2023,9,September,Q3,DevOps Engineer,38,10,3,1,2.63,44,Glassdoor
CNT01524,E07,Hexaware Technologies,2023,9,September,Q3,Cloud Architect,34,10,2,1,2.94,62,Universidad UANL/ITESM
CNT01525,E07,Hexaware Technologies,2023,9,September,Q3,Scrum Master,9,2,1,0,0.0,45,LinkedIn
CNT01526,E07,Hexaware Technologies,2023,9,September,Q3,Project Manager,27,7,2,1,3.7,34,LinkedIn
CNT01527,E07,Hexaware Technologies,2023,9,September,Q3,Cybersecurity Analyst,17,7,1,0,0.0,33,LinkedIn
CNT01528,E07,Hexaware Technologies,2023,10,October,Q4,Data Analyst,32,12,2,1,3.12,56,Universidad UANL/ITESM
CNT01529,E07,Hexaware Technologies,2023,10,October,Q4,Software Developer,143,41,10,7,4.9,57,LinkedIn
CNT01530,E07,Hexaware Technologies,2023,10,October,Q4,Backend Developer,84,35,13,11,13.1,18,LinkedIn
CNT01531,E07,Hexaware Technologies,2023,10,October,Q4,Frontend Developer,68,22,8,6,8.82,63,Referidos
CNT01532,E07,Hexaware Technologies,2023,10,October,Q4,Full Stack Developer,36,12,2,1,2.78,26,Referidos
CNT01533,E07,Hexaware Technologies,2023,10,October,Q4,DevOps Engineer,38,12,2,1,2.63,54,OCC Mundial
CNT01534,E07,Hexaware Technologies,2023,10,October,Q4,Cloud Architect,57,23,6,4,7.02,27,OCC Mundial
CNT01535,E07,Hexaware Technologies,2023,10,October,Q4,Scrum Master,40,13,4,3,7.5,43,OCC Mundial
CNT01536,E07,Hexaware Technologies,2023,10,October,Q4,Project Manager,64,19,6,4,6.25,25,Universidad UANL/ITESM
CNT01537,E07,Hexaware Technologies,2023,10,October,Q4,Cybersecurity Analyst,17,6,1,0,0.0,33,LinkedIn
CNT01538,E07,Hexaware Technologies,2023,11,November,Q4,Data Analyst,60,22,7,5,8.33,41,OCC Mundial
CNT01539,E07,Hexaware Technologies,2023,11,November,Q4,Software Developer,198,50,13,10,5.05,48,Referidos
CNT01540,E07,Hexaware Technologies,2023,11,November,Q4,Backend Developer,45,16,5,4,8.89,38,OCC Mundial
CNT01541,E07,Hexaware Technologies,2023,11,November,Q4,Frontend Developer,70,30,11,7,10.0,61,Glassdoor
CNT01542,E07,Hexaware Technologies,2023,11,November,Q4,Full Stack Developer,26,10,3,1,3.85,45,LinkedIn
CNT01543,E07,Hexaware Technologies,2023,11,November,Q4,DevOps Engineer,57,25,7,5,8.77,59,Glassdoor
CNT01544,E07,Hexaware Technologies,2023,11,November,Q4,Cloud Architect,32,9,3,1,3.12,55,Universidad UANL/ITESM
CNT01545,E07,Hexaware Technologies,2023,11,November,Q4,Scrum Master,18,7,2,1,5.56,49,LinkedIn
CNT01546,E07,Hexaware Technologies,2023,11,November,Q4,Project Manager,48,13,5,3,6.25,34,Referidos
CNT01547,E07,Hexaware Technologies,2023,11,November,Q4,Cybersecurity Analyst,170,46,12,8,4.71,56,Universidad UANL/ITESM
CNT01548,E07,Hexaware Technologies,2023,12,December,Q4,Data Analyst,45,14,4,2,4.44,32,LinkedIn
CNT01549,E07,Hexaware Technologies,2023,12,December,Q4,Software Developer,126,56,13,10,7.94,28,LinkedIn
CNT01550,E07,Hexaware Technologies,2023,12,December,Q4,Backend Developer,80,24,7,4,5.0,53,LinkedIn
CNT01551,E07,Hexaware Technologies,2023,12,December,Q4,Frontend Developer,33,12,3,2,6.06,54,OCC Mundial
CNT01552,E07,Hexaware Technologies,2023,12,December,Q4,Full Stack Developer,91,40,11,8,8.79,46,OCC Mundial
CNT01553,E07,Hexaware Technologies,2023,12,December,Q4,DevOps Engineer,12,4,1,0,0.0,56,LinkedIn
CNT01554,E07,Hexaware Technologies,2023,12,December,Q4,Cloud Architect,24,7,2,1,4.17,28,Glassdoor
CNT01555,E07,Hexaware Technologies,2023,12,December,Q4,Scrum Master,36,15,3,2,5.56,34,LinkedIn
CNT01556,E07,Hexaware Technologies,2023,12,December,Q4,Project Manager,54,17,6,4,7.41,48,Universidad UANL/ITESM
CNT01557,E07,Hexaware Technologies,2023,12,December,Q4,Cybersecurity Analyst,42,17,3,2,4.76,48,LinkedIn
CNT01558,E07,Hexaware Technologies,2024,1,January,Q1,Data Analyst,120,47,16,12,10.0,40,OCC Mundial
CNT01559,E07,Hexaware Technologies,2024,1,January,Q1,Software Developer,160,54,18,15,9.38,28,OCC Mundial
CNT01560,E07,Hexaware Technologies,2024,1,January,Q1,Backend Developer,105,40,12,9,8.57,22,LinkedIn
CNT01561,E07,Hexaware Technologies,2024,1,January,Q1,Frontend Developer,54,18,5,4,7.41,29,Csoftmty Jobs
CNT01562,E07,Hexaware Technologies,2024,1,January,Q1,Full Stack Developer,112,33,8,6,5.36,24,LinkedIn
CNT01563,E07,Hexaware Technologies,2024,1,January,Q1,DevOps Engineer,36,11,3,2,5.56,52,LinkedIn
CNT01564,E07,Hexaware Technologies,2024,1,January,Q1,Cloud Architect,15,4,1,0,0.0,19,LinkedIn
CNT01565,E07,Hexaware Technologies,2024,1,January,Q1,Scrum Master,38,11,3,2,5.26,43,Referidos
CNT01566,E07,Hexaware Technologies,2024,1,January,Q1,Project Manager,68,18,6,5,7.35,26,Referidos
CNT01567,E07,Hexaware Technologies,2024,1,January,Q1,Cybersecurity Analyst,9,2,1,0,0.0,59,OCC Mundial
CNT01568,E07,Hexaware Technologies,2024,2,February,Q1,Data Analyst,99,26,8,7,7.07,47,OCC Mundial
CNT01569,E07,Hexaware Technologies,2024,2,February,Q1,Software Developer,216,66,18,11,5.09,33,Glassdoor
CNT01570,E07,Hexaware Technologies,2024,2,February,Q1,Backend Developer,32,13,3,2,6.25,24,Referidos
CNT01571,E07,Hexaware Technologies,2024,2,February,Q1,Frontend Developer,27,10,2,1,3.7,19,Referidos
CNT01572,E07,Hexaware Technologies,2024,2,February,Q1,Full Stack Developer,11,4,1,0,0.0,30,Universidad UANL/ITESM
CNT01573,E07,Hexaware Technologies,2024,2,February,Q1,DevOps Engineer,51,15,5,4,7.84,41,Glassdoor
CNT01574,E07,Hexaware Technologies,2024,2,February,Q1,Cloud Architect,56,17,5,3,5.36,45,OCC Mundial
CNT01575,E07,Hexaware Technologies,2024,2,February,Q1,Scrum Master,36,12,2,1,2.78,47,LinkedIn
CNT01576,E07,Hexaware Technologies,2024,2,February,Q1,Project Manager,38,9,2,1,2.63,43,Csoftmty Jobs
CNT01577,E07,Hexaware Technologies,2024,2,February,Q1,Cybersecurity Analyst,32,9,2,1,3.12,34,OCC Mundial
CNT01578,E07,Hexaware Technologies,2024,3,March,Q1,Data Analyst,32,9,1,0,0.0,45,OCC Mundial
CNT01579,E07,Hexaware Technologies,2024,3,March,Q1,Software Developer,90,32,9,6,6.67,44,LinkedIn
CNT01580,E07,Hexaware Technologies,2024,3,March,Q1,Backend Developer,114,41,12,8,7.02,36,LinkedIn
CNT01581,E07,Hexaware Technologies,2024,3,March,Q1,Frontend Developer,30,7,1,0,0.0,19,LinkedIn
CNT01582,E07,Hexaware Technologies,2024,3,March,Q1,Full Stack Developer,84,35,10,6,7.14,33,LinkedIn
CNT01583,E07,Hexaware Technologies,2024,3,March,Q1,DevOps Engineer,60,17,6,4,6.67,20,Glassdoor
CNT01584,E07,Hexaware Technologies,2024,3,March,Q1,Cloud Architect,90,35,8,6,6.67,52,Csoftmty Jobs
CNT01585,E07,Hexaware Technologies,2024,3,March,Q1,Scrum Master,36,9,2,1,2.78,36,OCC Mundial
CNT01586,E07,Hexaware Technologies,2024,3,March,Q1,Project Manager,24,6,2,1,4.17,43,Csoftmty Jobs
CNT01587,E07,Hexaware Technologies,2024,3,March,Q1,Cybersecurity Analyst,66,29,10,6,9.09,34,Referidos
CNT01588,E07,Hexaware Technologies,2024,4,April,Q2,Data Analyst,170,57,18,16,9.41,25,Glassdoor
CNT01589,E07,Hexaware Technologies,2024,4,April,Q2,Software Developer,128,36,11,9,7.03,20,LinkedIn
CNT01590,E07,Hexaware Technologies,2024,4,April,Q2,Backend Developer,98,40,12,8,8.16,23,Csoftmty Jobs
CNT01591,E07,Hexaware Technologies,2024,4,April,Q2,Frontend Developer,72,22,4,2,2.78,57,Referidos
CNT01592,E07,Hexaware Technologies,2024,4,April,Q2,Full Stack Developer,64,19,4,3,4.69,53,Referidos
CNT01593,E07,Hexaware Technologies,2024,4,April,Q2,DevOps Engineer,78,19,6,4,5.13,23,Referidos
CNT01594,E07,Hexaware Technologies,2024,4,April,Q2,Cloud Architect,16,6,1,0,0.0,45,LinkedIn
CNT01595,E07,Hexaware Technologies,2024,4,April,Q2,Scrum Master,42,11,2,1,2.38,39,LinkedIn
CNT01596,E07,Hexaware Technologies,2024,4,April,Q2,Project Manager,22,6,1,0,0.0,56,Universidad UANL/ITESM
CNT01597,E07,Hexaware Technologies,2024,4,April,Q2,Cybersecurity Analyst,30,8,2,1,3.33,47,Referidos
CNT01598,E07,Hexaware Technologies,2024,5,May,Q2,Data Analyst,75,20,6,4,5.33,20,LinkedIn
CNT01599,E07,Hexaware Technologies,2024,5,May,Q2,Software Developer,78,28,6,5,6.41,29,Universidad UANL/ITESM
CNT01600,E07,Hexaware Technologies,2024,5,May,Q2,Backend Developer,40,16,6,4,10.0,42,LinkedIn
CNT01601,E07,Hexaware Technologies,2024,5,May,Q2,Frontend Developer,11,3,1,0,0.0,43,Csoftmty Jobs
CNT01602,E07,Hexaware Technologies,2024,5,May,Q2,Full Stack Developer,17,5,1,0,0.0,30,LinkedIn
CNT01603,E07,Hexaware Technologies,2024,5,May,Q2,DevOps Engineer,51,21,7,4,7.84,58,Glassdoor
CNT01604,E07,Hexaware Technologies,2024,5,May,Q2,Cloud Architect,54,16,3,2,3.7,56,Csoftmty Jobs
CNT01605,E07,Hexaware Technologies,2024,5,May,Q2,Scrum Master,33,10,2,1,3.03,59,Referidos
CNT01606,E07,Hexaware Technologies,2024,5,May,Q2,Project Manager,60,19,6,3,5.0,24,LinkedIn
CNT01607,E07,Hexaware Technologies,2024,5,May,Q2,Cybersecurity Analyst,48,17,3,2,4.17,48,LinkedIn
CNT01608,E07,Hexaware Technologies,2024,6,June,Q2,Data Analyst,80,20,7,4,5.0,19,Referidos
CNT01609,E07,Hexaware Technologies,2024,6,June,Q2,Software Developer,170,59,17,14,8.24,43,LinkedIn
CNT01610,E07,Hexaware Technologies,2024,6,June,Q2,Backend Developer,70,30,11,6,8.57,32,LinkedIn
CNT01611,E07,Hexaware Technologies,2024,6,June,Q2,Frontend Developer,70,19,4,2,2.86,60,Universidad UANL/ITESM
CNT01612,E07,Hexaware Technologies,2024,6,June,Q2,Full Stack Developer,14,5,1,0,0.0,42,OCC Mundial
CNT01613,E07,Hexaware Technologies,2024,6,June,Q2,DevOps Engineer,11,4,1,0,0.0,35,LinkedIn
CNT01614,E07,Hexaware Technologies,2024,6,June,Q2,Cloud Architect,5,1,1,0,0.0,33,LinkedIn
CNT01615,E07,Hexaware Technologies,2024,6,June,Q2,Project Manager,20,6,2,1,5.0,48,Universidad UANL/ITESM
CNT01616,E07,Hexaware Technologies,2024,6,June,Q2,Cybersecurity Analyst,48,21,7,5,10.42,19,Glassdoor
CNT01617,E07,Hexaware Technologies,2024,7,July,Q3,Data Analyst,96,39,14,9,9.38,54,Csoftmty Jobs
CNT01618,E07,Hexaware Technologies,2024,7,July,Q3,Software Developer,195,60,15,11,5.64,60,LinkedIn
CNT01619,E07,Hexaware Technologies,2024,7,July,Q3,Backend Developer,36,12,2,1,2.78,33,Universidad UANL/ITESM
CNT01620,E07,Hexaware Technologies,2024,7,July,Q3,Frontend Developer,8,3,1,0,0.0,24,Universidad UANL/ITESM
CNT01621,E07,Hexaware Technologies,2024,7,July,Q3,Full Stack Developer,24,10,2,1,4.17,58,Referidos
CNT01622,E07,Hexaware Technologies,2024,7,July,Q3,DevOps Engineer,76,31,9,5,6.58,23,Referidos
CNT01623,E07,Hexaware Technologies,2024,7,July,Q3,Cloud Architect,17,7,2,1,5.88,27,Referidos
CNT01624,E07,Hexaware Technologies,2024,7,July,Q3,Scrum Master,85,37,14,11,12.94,42,LinkedIn
CNT01625,E07,Hexaware Technologies,2024,7,July,Q3,Project Manager,28,7,2,1,3.57,52,Referidos
CNT01626,E07,Hexaware Technologies,2024,7,July,Q3,Cybersecurity Analyst,90,23,6,3,3.33,43,OCC Mundial
CNT01627,E07,Hexaware Technologies,2024,8,August,Q3,Data Analyst,68,17,3,2,2.94,19,OCC Mundial
CNT01628,E07,Hexaware Technologies,2024,8,August,Q3,Software Developer,72,26,6,3,4.17,20,LinkedIn
CNT01629,E07,Hexaware Technologies,2024,8,August,Q3,Backend Developer,51,18,6,5,9.8,45,OCC Mundial
CNT01630,E07,Hexaware Technologies,2024,8,August,Q3,Frontend Developer,65,26,9,7,10.77,34,Referidos
CNT01631,E07,Hexaware Technologies,2024,8,August,Q3,Full Stack Developer,68,30,10,8,11.76,40,LinkedIn
CNT01632,E07,Hexaware Technologies,2024,8,August,Q3,DevOps Engineer,30,11,3,2,6.67,47,Glassdoor
CNT01633,E07,Hexaware Technologies,2024,8,August,Q3,Cloud Architect,10,3,1,0,0.0,27,LinkedIn
CNT01634,E07,Hexaware Technologies,2024,8,August,Q3,Scrum Master,95,30,6,4,4.21,36,Csoftmty Jobs
CNT01635,E07,Hexaware Technologies,2024,8,August,Q3,Project Manager,30,12,3,2,6.67,30,OCC Mundial
CNT01636,E07,Hexaware Technologies,2024,9,September,Q3,Data Analyst,90,38,9,5,5.56,38,LinkedIn
CNT01637,E07,Hexaware Technologies,2024,9,September,Q3,Software Developer,135,53,13,9,6.67,30,OCC Mundial
CNT01638,E07,Hexaware Technologies,2024,9,September,Q3,Backend Developer,56,18,7,5,8.93,42,LinkedIn
CNT01639,E07,Hexaware Technologies,2024,9,September,Q3,Frontend Developer,114,38,14,9,7.89,38,LinkedIn
CNT01640,E07,Hexaware Technologies,2024,9,September,Q3,Full Stack Developer,57,15,4,2,3.51,51,Referidos
CNT01641,E07,Hexaware Technologies,2024,9,September,Q3,DevOps Engineer,13,5,1,0,0.0,21,OCC Mundial
CNT01642,E07,Hexaware Technologies,2024,9,September,Q3,Cloud Architect,16,5,1,0,0.0,55,OCC Mundial
CNT01643,E07,Hexaware Technologies,2024,9,September,Q3,Scrum Master,12,4,1,0,0.0,64,Glassdoor
CNT01644,E07,Hexaware Technologies,2024,9,September,Q3,Project Manager,16,6,1,0,0.0,52,Csoftmty Jobs
CNT01645,E07,Hexaware Technologies,2024,9,September,Q3,Cybersecurity Analyst,57,25,7,5,8.77,22,Glassdoor
CNT01646,E07,Hexaware Technologies,2024,10,October,Q4,Data Analyst,48,21,6,3,6.25,35,LinkedIn
CNT01647,E07,Hexaware Technologies,2024,10,October,Q4,Software Developer,81,20,4,2,2.47,31,LinkedIn
CNT01648,E07,Hexaware Technologies,2024,10,October,Q4,Backend Developer,84,25,9,5,5.95,33,OCC Mundial
CNT01649,E07,Hexaware Technologies,2024,10,October,Q4,Frontend Developer,57,19,5,3,5.26,25,LinkedIn
CNT01650,E07,Hexaware Technologies,2024,10,October,Q4,Full Stack Developer,48,16,4,3,6.25,56,LinkedIn
CNT01651,E07,Hexaware Technologies,2024,10,October,Q4,DevOps Engineer,162,66,19,14,8.64,27,OCC Mundial
CNT01652,E07,Hexaware Technologies,2024,10,October,Q4,Scrum Master,42,11,3,1,2.38,47,OCC Mundial
CNT01653,E07,Hexaware Technologies,2024,10,October,Q4,Project Manager,56,21,7,5,8.93,19,OCC Mundial
CNT01654,E07,Hexaware Technologies,2024,10,October,Q4,Cybersecurity Analyst,36,13,3,1,2.78,62,Glassdoor
CNT01655,E07,Hexaware Technologies,2024,11,November,Q4,Data Analyst,96,40,12,8,8.33,21,OCC Mundial
CNT01656,E07,Hexaware Technologies,2024,11,November,Q4,Software Developer,50,13,4,2,4.0,38,OCC Mundial
CNT01657,E07,Hexaware Technologies,2024,11,November,Q4,Backend Developer,22,7,2,1,4.55,24,LinkedIn
CNT01658,E07,Hexaware Technologies,2024,11,November,Q4,Frontend Developer,54,18,3,2,3.7,25,LinkedIn
CNT01659,E07,Hexaware Technologies,2024,11,November,Q4,Full Stack Developer,32,12,3,1,3.12,63,Referidos
CNT01660,E07,Hexaware Technologies,2024,11,November,Q4,DevOps Engineer,36,10,3,2,5.56,38,OCC Mundial
CNT01661,E07,Hexaware Technologies,2024,11,November,Q4,Cloud Architect,8,3,1,0,0.0,38,Referidos
CNT01662,E07,Hexaware Technologies,2024,11,November,Q4,Scrum Master,32,12,4,2,6.25,42,LinkedIn
CNT01663,E07,Hexaware Technologies,2024,11,November,Q4,Project Manager,76,28,6,5,6.58,29,LinkedIn
CNT01664,E07,Hexaware Technologies,2024,11,November,Q4,Cybersecurity Analyst,51,15,5,3,5.88,43,Referidos
CNT01665,E07,Hexaware Technologies,2024,12,December,Q4,Data Analyst,88,33,11,7,7.95,59,LinkedIn
CNT01666,E07,Hexaware Technologies,2024,12,December,Q4,Software Developer,105,45,9,6,5.71,34,Referidos
CNT01667,E07,Hexaware Technologies,2024,12,December,Q4,Backend Developer,45,18,6,3,6.67,36,OCC Mundial
CNT01668,E07,Hexaware Technologies,2024,12,December,Q4,Frontend Developer,50,22,6,4,8.0,47,Csoftmty Jobs
CNT01669,E07,Hexaware Technologies,2024,12,December,Q4,Full Stack Developer,57,21,4,3,5.26,51,LinkedIn
CNT01670,E07,Hexaware Technologies,2024,12,December,Q4,DevOps Engineer,57,19,6,4,7.02,62,Referidos
CNT01671,E07,Hexaware Technologies,2024,12,December,Q4,Cloud Architect,34,9,3,2,5.88,39,Glassdoor
CNT01672,E07,Hexaware Technologies,2024,12,December,Q4,Scrum Master,30,10,3,2,6.67,49,LinkedIn
CNT01673,E07,Hexaware Technologies,2024,12,December,Q4,Project Manager,45,18,6,3,6.67,22,OCC Mundial
CNT01674,E07,Hexaware Technologies,2024,12,December,Q4,Cybersecurity Analyst,30,12,4,3,10.0,63,LinkedIn
CNT01675,E08,AZKA IT Consulting,2023,1,January,Q1,Data Analyst,80,26,7,5,6.25,54,Glassdoor
CNT01676,E08,AZKA IT Consulting,2023,1,January,Q1,Software Developer,72,20,6,5,6.94,21,Referidos
CNT01677,E08,AZKA IT Consulting,2023,1,January,Q1,Backend Developer,45,12,2,1,2.22,24,LinkedIn
CNT01678,E08,AZKA IT Consulting,2023,1,January,Q1,Frontend Developer,50,12,4,3,6.0,64,Csoftmty Jobs
CNT01679,E08,AZKA IT Consulting,2023,1,January,Q1,Full Stack Developer,60,19,6,3,5.0,41,OCC Mundial
CNT01680,E08,AZKA IT Consulting,2023,1,January,Q1,DevOps Engineer,12,3,1,0,0.0,51,OCC Mundial
CNT01681,E08,AZKA IT Consulting,2023,1,January,Q1,Cloud Architect,36,14,4,2,5.56,44,LinkedIn
CNT01682,E08,AZKA IT Consulting,2023,1,January,Q1,Scrum Master,39,16,4,2,5.13,33,LinkedIn
CNT01683,E08,AZKA IT Consulting,2023,1,January,Q1,Project Manager,24,6,2,1,4.17,26,OCC Mundial
CNT01684,E08,AZKA IT Consulting,2023,1,January,Q1,Cybersecurity Analyst,40,13,3,2,5.0,29,OCC Mundial
CNT01685,E08,AZKA IT Consulting,2023,2,February,Q1,Data Analyst,70,30,10,7,10.0,44,LinkedIn
CNT01686,E08,AZKA IT Consulting,2023,2,February,Q1,Software Developer,90,25,8,6,6.67,43,OCC Mundial
CNT01687,E08,AZKA IT Consulting,2023,2,February,Q1,Backend Developer,51,18,5,3,5.88,35,LinkedIn
CNT01688,E08,AZKA IT Consulting,2023,2,February,Q1,Frontend Developer,5,1,1,0,0.0,21,Universidad UANL/ITESM
CNT01689,E08,AZKA IT Consulting,2023,2,February,Q1,Full Stack Developer,60,15,4,3,5.0,64,OCC Mundial
CNT01690,E08,AZKA IT Consulting,2023,2,February,Q1,DevOps Engineer,45,17,5,3,6.67,62,Universidad UANL/ITESM
CNT01691,E08,AZKA IT Consulting,2023,2,February,Q1,Cloud Architect,26,8,1,0,0.0,58,LinkedIn
CNT01692,E08,AZKA IT Consulting,2023,2,February,Q1,Scrum Master,30,12,2,1,3.33,50,Glassdoor
CNT01693,E08,AZKA IT Consulting,2023,2,February,Q1,Project Manager,96,24,4,2,2.08,34,LinkedIn
CNT01694,E08,AZKA IT Consulting,2023,2,February,Q1,Cybersecurity Analyst,32,13,3,2,6.25,47,Universidad UANL/ITESM
CNT01695,E08,AZKA IT Consulting,2023,3,March,Q1,Data Analyst,45,18,5,4,8.89,64,Referidos
CNT01696,E08,AZKA IT Consulting,2023,3,March,Q1,Software Developer,247,78,21,12,4.86,42,Referidos
CNT01697,E08,AZKA IT Consulting,2023,3,March,Q1,Backend Developer,32,12,4,3,9.38,36,LinkedIn
CNT01698,E08,AZKA IT Consulting,2023,3,March,Q1,Frontend Developer,60,18,4,3,5.0,19,OCC Mundial
CNT01699,E08,AZKA IT Consulting,2023,3,March,Q1,Full Stack Developer,72,25,6,4,5.56,24,LinkedIn
CNT01700,E08,AZKA IT Consulting,2023,3,March,Q1,DevOps Engineer,24,7,1,0,0.0,36,Glassdoor
CNT01701,E08,AZKA IT Consulting,2023,3,March,Q1,Cloud Architect,5,1,1,0,0.0,56,Glassdoor
CNT01702,E08,AZKA IT Consulting,2023,3,March,Q1,Scrum Master,36,11,3,2,5.56,24,Referidos
CNT01703,E08,AZKA IT Consulting,2023,3,March,Q1,Project Manager,16,5,1,0,0.0,30,Glassdoor
CNT01704,E08,AZKA IT Consulting,2023,3,March,Q1,Cybersecurity Analyst,76,30,8,6,7.89,55,OCC Mundial
CNT01705,E08,AZKA IT Consulting,2023,4,April,Q2,Data Analyst,60,21,5,4,6.67,26,OCC Mundial
CNT01706,E08,AZKA IT Consulting,2023,4,April,Q2,Software Developer,96,30,7,5,5.21,52,Referidos
CNT01707,E08,AZKA IT Consulting,2023,4,April,Q2,Backend Developer,72,32,11,9,12.5,45,Referidos
CNT01708,E08,AZKA IT Consulting,2023,4,April,Q2,Frontend Developer,75,29,7,5,6.67,51,OCC Mundial
CNT01709,E08,AZKA IT Consulting,2023,4,April,Q2,Full Stack Developer,70,18,3,2,2.86,59,LinkedIn
CNT01710,E08,AZKA IT Consulting,2023,4,April,Q2,DevOps Engineer,19,7,2,1,5.26,51,Glassdoor
CNT01711,E08,AZKA IT Consulting,2023,4,April,Q2,Cloud Architect,20,5,1,0,0.0,35,LinkedIn
CNT01712,E08,AZKA IT Consulting,2023,4,April,Q2,Scrum Master,27,11,4,3,11.11,39,OCC Mundial
CNT01713,E08,AZKA IT Consulting,2023,4,April,Q2,Project Manager,45,12,4,3,6.67,32,OCC Mundial
CNT01714,E08,AZKA IT Consulting,2023,4,April,Q2,Cybersecurity Analyst,24,7,2,1,4.17,61,Referidos
CNT01715,E08,AZKA IT Consulting,2023,5,May,Q2,Data Analyst,56,19,4,3,5.36,40,LinkedIn
CNT01716,E08,AZKA IT Consulting,2023,5,May,Q2,Software Developer,143,37,11,7,4.9,18,OCC Mundial
CNT01717,E08,AZKA IT Consulting,2023,5,May,Q2,Backend Developer,72,22,8,6,8.33,40,LinkedIn
CNT01718,E08,AZKA IT Consulting,2023,5,May,Q2,Frontend Developer,64,21,8,5,7.81,55,LinkedIn
CNT01719,E08,AZKA IT Consulting,2023,5,May,Q2,Full Stack Developer,65,16,3,2,3.08,18,OCC Mundial
CNT01720,E08,AZKA IT Consulting,2023,5,May,Q2,DevOps Engineer,13,5,1,0,0.0,51,LinkedIn
CNT01721,E08,AZKA IT Consulting,2023,5,May,Q2,Cloud Architect,22,8,2,1,4.55,30,OCC Mundial
CNT01722,E08,AZKA IT Consulting,2023,5,May,Q2,Scrum Master,14,5,1,0,0.0,38,LinkedIn
CNT01723,E08,AZKA IT Consulting,2023,5,May,Q2,Project Manager,22,9,3,2,9.09,55,OCC Mundial
CNT01724,E08,AZKA IT Consulting,2023,5,May,Q2,Cybersecurity Analyst,42,17,3,2,4.76,58,LinkedIn
CNT01725,E08,AZKA IT Consulting,2023,6,June,Q2,Data Analyst,91,34,13,11,12.09,43,Csoftmty Jobs
CNT01726,E08,AZKA IT Consulting,2023,6,June,Q2,Software Developer,192,82,18,16,8.33,32,Referidos
CNT01727,E08,AZKA IT Consulting,2023,6,June,Q2,Backend Developer,27,7,1,0,0.0,41,LinkedIn
CNT01728,E08,AZKA IT Consulting,2023,6,June,Q2,Frontend Developer,45,17,5,4,8.89,21,OCC Mundial
CNT01729,E08,AZKA IT Consulting,2023,6,June,Q2,Full Stack Developer,85,36,13,10,11.76,53,LinkedIn
CNT01730,E08,AZKA IT Consulting,2023,6,June,Q2,DevOps Engineer,36,9,2,1,2.78,58,Glassdoor
CNT01731,E08,AZKA IT Consulting,2023,6,June,Q2,Cloud Architect,76,27,6,3,3.95,32,LinkedIn
