encuesta_id,empleado_id,empresa_id,empresa,rol,nivel,anio,satisfaccion_general,satisfaccion_salario,satisfaccion_ambiente,satisfaccion_crecimiento,satisfaccion_liderazgo,intencion_salida,razon_posible_salida
ENC000394,EMP03514,E03,Neoris,Software Developer,Senior,2023,4.6,4.5,4.8,5.0,4.4,No,Mejor salario
ENC000395,EMP00801,E01,Accenture Monterrey,Software Developer,Senior,2023,3.6,3.3,3.5,3.7,3.9,No,Trabajo remoto
ENC000396,EMP00801,E01,Accenture Monterrey,Software Developer,Senior,2024,4.7,4.5,4.9,4.5,4.5,Tal vez,Crecimiento profesional
ENC000397,EMP03735,E03,Neoris,Software Developer,Senior,2023,5.0,4.5,5.0,4.7,5.0,Tal vez,Mejor salario
ENC000398,EMP03735,E03,Neoris,Software Developer,Senior,2024,4.4,4.0,4.6,4.5,4.7,No,Trabajo remoto
ENC000399,EMP06694,E08,AZKA IT Consulting,Cloud Architect,Mid,2023,3.9,4.0,4.1,3.9,3.8,No,Trabajo remoto
ENC000400,EMP05161,E05,Globant Monterrey,Software Developer,Mid,2023,3.5,3.5,3.8,3.8,3.2,No,Mejor salario
ENC000401,EMP07235,E09,Deintec,Software Developer,Junior,2023,3.8,3.7,3.7,3.7,4.1,Sí,Mejor salario
ENC000402,EMP05403,E05,Globant Monterrey,Data Analyst,Junior,2023,4.0,3.6,3.9,3.6,4.0,No,Crecimiento profesional
ENC000403,EMP05403,E05,Globant Monterrey,Data Analyst,Junior,2024,4.3,4.5,4.4,4.2,4.2,No,Trabajo remoto
ENC000404,EMP01406,E01,Accenture Monterrey,Data Analyst,Junior,2024,4.6,4.2,4.8,4.7,4.8,No,Trabajo remoto
ENC000405,EMP04921,E05,Globant Monterrey,Data Analyst,Junior,2024,3.5,3.7,3.5,3.8,3.5,Tal vez,Crecimiento profesional
ENC000406,EMP04831,E05,Globant Monterrey,Project Manager,Mid,2023,4.4,4.0,4.5,4.1,4.1,Tal vez,Cambio de ciudad
ENC000407,EMP04831,E05,Globant Monterrey,Project Manager,Mid,2024,3.5,2.9,3.8,3.3,4.0,Tal vez,Crecimiento profesional
ENC000408,EMP06817,E08,AZKA IT Consulting,Backend Developer,Junior,2023,4.7,4.7,4.9,4.5,4.9,Tal vez,Cambio de ciudad
ENC000409,EMP06817,E08,AZKA IT Consulting,Backend Developer,Junior,2024,3.4,3.1,3.6,3.3,3.4,No,Crecimiento profesional
ENC000410,EMP01374,E01,Accenture Monterrey,Backend Developer,Junior,2023,3.5,3.4,3.8,3.6,3.4,Sí,Crecimiento profesional
ENC000411,EMP01374,E01,Accenture Monterrey,Backend Developer,Junior,2024,4.1,4.0,4.2,4.0,4.0,No,Mejor salario
ENC000412,EMP04270,E04,Infosys Monterrey,Backend Developer,Mid,2024,3.1,2.8,3.2,3.1,2.7,Tal vez,Trabajo remoto
ENC000413,EMP05771,E06,BairesDev,Software Developer,Senior,2023,4.2,4.3,4.7,4.4,4.8,Tal vez,Mejor salario
ENC000414,EMP05771,E06,BairesDev,Software Developer,Senior,2024,4.3,3.9,4.7,4.3,4.5,Tal vez,Cambio de ciudad
ENC000415,EMP02520,E02,Tata Consultancy Services,Backend Developer,Junior,2023,4.6,4.4,4.9,4.3,4.9,No,Cambio de ciudad
ENC000416,EMP02520,E02,Tata Consultancy Services,Backend Developer,Junior,2024,3.4,2.9,3.5,2.4,2.7,No,Trabajo remoto
ENC000417,EMP05401,E05,Globant Monterrey,Software Developer,Mid,2024,4.6,3.9,4.6,4.9,4.4,No,Crecimiento profesional
ENC000418,EMP01076,E01,Accenture Monterrey,Full Stack Developer,Senior,2023,5.0,4.7,4.8,4.6,5.0,Tal vez,Mejor salario
ENC000419,EMP01076,E01,Accenture Monterrey,Full Stack Developer,Senior,2024,3.7,3.3,4.1,3.8,3.9,Sí,Mejor salario
ENC000420,EMP02906,E02,Tata Consultancy Services,Frontend Developer,Mid,2023,3.6,3.4,3.8,3.1,3.9,Tal vez,Mejor salario
ENC000421,EMP02906,E02,Tata Consultancy Services,Frontend Developer,Mid,2024,5.0,4.7,5.0,4.8,5.0,Tal vez,N/A
ENC000422,EMP00350,E01,Accenture Monterrey,Project Manager,Mid,2023,3.2,3.1,3.6,3.5,3.3,Tal vez,Trabajo remoto
ENC000423,EMP00350,E01,Accenture Monterrey,Project Manager,Mid,2024,4.1,3.8,4.4,3.8,4.0,Tal vez,Crecimiento profesional
ENC000424,EMP01644,E01,Accenture Monterrey,Software Developer,Mid,2023,4.3,4.0,4.2,3.8,5.0,Tal vez,Cambio de ciudad
ENC000425,EMP01644,E01,Accenture Monterrey,Software Developer,Mid,2024,3.3,3.4,3.6,3.4,3.6,No,Mejor salario
ENC000426,EMP01324,E01,Accenture Monterrey,Scrum Master,Senior,2023,4.1,3.9,4.1,4.3,4.5,Tal vez,Cambio de ciudad
ENC000427,EMP01006,E01,Accenture Monterrey,Frontend Developer,Junior,2023,3.8,3.7,3.6,3.4,3.7,No,Trabajo remoto
ENC000428,EMP01859,E02,Tata Consultancy Services,Backend Developer,Mid,2023,4.2,3.8,4.2,4.1,4.1,No,Mejor salario
ENC000429,EMP04305,E04,Infosys Monterrey,Backend Developer,Senior,2024,4.4,4.5,4.4,4.1,3.9,No,Trabajo remoto
ENC000430,EMP02541,E02,Tata Consultancy Services,Full Stack Developer,Senior,2023,4.2,3.9,4.3,4.2,4.3,No,Crecimiento profesional
ENC000431,EMP07532,E11,Skye Group,Data Analyst,Mid,2023,4.2,4.0,4.3,4.5,4.6,Tal vez,Mejor salario
ENC000432,EMP07532,E11,Skye Group,Data Analyst,Mid,2024,4.2,3.7,4.5,3.5,3.9,Sí,Crecimiento profesional
ENC000433,EMP03784,E03,Neoris,Full Stack Developer,Mid,2023,3.4,3.6,3.1,3.3,3.4,Tal vez,Trabajo remoto
ENC000434,EMP03784,E03,Neoris,Full Stack Developer,Mid,2024,4.0,4.4,3.9,4.0,3.7,Sí,Trabajo remoto
ENC000435,EMP04990,E05,Globant Monterrey,Backend Developer,Mid,2023,3.7,4.2,3.9,3.3,3.3,No,N/A
ENC000436,EMP04990,E05,Globant Monterrey,Backend Developer,Mid,2024,4.1,3.7,4.0,3.6,4.3,No,Startup propia
ENC000437,EMP00458,E01,Accenture Monterrey,Backend Developer,Junior,2023,3.1,3.2,3.1,3.3,3.2,Tal vez,N/A
ENC000438,EMP00458,E01,Accenture Monterrey,Backend Developer,Junior,2024,4.2,3.9,4.3,4.2,4.0,Sí,Mejor salario
ENC000439,EMP06521,E08,AZKA IT Consulting,Backend Developer,Junior,2023,3.0,2.8,3.2,2.7,3.4,No,Mejor salario
ENC000440,EMP06521,E08,AZKA IT Consulting,Backend Developer,Junior,2024,3.9,3.4,4.0,3.6,3.8,No,Crecimiento profesional
ENC000441,EMP01941,E02,Tata Consultancy Services,Data Analyst,Junior,2023,4.3,4.1,4.4,4.3,4.5,No,Mejor salario
ENC000442,EMP01941,E02,Tata Consultancy Services,Data Analyst,Junior,2024,3.4,3.3,3.5,3.9,3.3,Tal vez,Startup propia
ENC000443,EMP07770,E12,TI Monterrey,Scrum Master,Senior,2024,4.8,4.5,4.8,4.9,4.8,Tal vez,Crecimiento profesional
ENC000444,EMP06522,E08,AZKA IT Consulting,Software Developer,Junior,2023,3.6,3.5,3.8,3.1,3.6,No,Mejor salario
ENC000445,EMP06522,E08,AZKA IT Consulting,Software Developer,Junior,2024,4.1,3.9,4.0,3.8,4.4,No,Mejor salario
ENC000446,EMP02707,E02,Tata Consultancy Services,Software Developer,Senior,2024,4.0,4.4,4.1,4.2,4.0,No,N/A
ENC000447,EMP03946,E03,Neoris,Scrum Master,Senior,2023,4.7,4.1,4.5,5.0,5.0,Tal vez,Crecimiento profesional
ENC000448,EMP01596,E01,Accenture Monterrey,Backend Developer,Mid,2024,3.7,2.9,3.7,3.6,3.4,Tal vez,Crecimiento profesional
ENC000449,EMP05860,E06,BairesDev,Software Developer,Senior,2023,5.0,4.8,4.9,5.0,5.0,Tal vez,Trabajo remoto
ENC000450,EMP05860,E06,BairesDev,Software Developer,Senior,2024,3.8,3.6,3.7,3.6,4.0,No,Mejor salario
ENC000451,EMP06001,E06,BairesDev,Data Analyst,Mid,2024,3.5,3.2,3.8,3.6,3.7,No,N/A
ENC000452,EMP02593,E02,Tata Consultancy Services,Software Developer,Junior,2023,4.5,4.5,4.6,4.1,4.4,Tal vez,Mejor salario
ENC000453,EMP02593,E02,Tata Consultancy Services,Software Developer,Junior,2024,3.8,3.6,4.0,3.4,4.1,No,N/A
ENC000454,EMP06090,E07,Hexaware Technologies,Software Developer,Mid,2024,3.1,2.7,3.1,2.9,3.3,No,N/A
ENC000455,EMP05730,E06,BairesDev,Scrum Master,Mid,2023,3.8,3.5,3.9,4.4,3.7,Tal vez,Mejor salario
ENC000456,EMP05730,E06,BairesDev,Scrum Master,Mid,2024,4.3,4.3,4.3,4.7,4.4,Sí,Crecimiento profesional
ENC000457,EMP06175,E07,Hexaware Technologies,Software Developer,Junior,2023,3.6,3.5,3.8,3.0,3.4,No,Crecimiento profesional
ENC000458,EMP06175,E07,Hexaware Technologies,Software Developer,Junior,2024,3.5,3.2,3.8,3.3,3.5,No,N/A
ENC000459,EMP05690,E06,BairesDev,Cloud Architect,Senior,2023,4.1,4.1,4.0,3.8,3.9,Tal vez,N/A
ENC000460,EMP05690,E06,BairesDev,Cloud Architect,Senior,2024,4.1,3.5,3.8,4.4,3.9,Tal vez,N/A
ENC000461,EMP02178,E02,Tata Consultancy Services,Data Analyst,Mid,2023,4.1,4.4,4.2,3.6,4.4,Tal vez,Crecimiento profesional
ENC000462,EMP03663,E03,Neoris,Software Developer,Senior,2023,4.7,4.3,4.5,4.8,4.3,No,Crecimiento profesional
ENC000463,EMP03663,E03,Neoris,Software Developer,Senior,2024,4.1,3.6,4.2,4.0,4.5,Tal vez,Startup propia
ENC000464,EMP02958,E02,Tata Consultancy Services,Frontend Developer,Mid,2023,4.3,4.1,4.2,4.5,4.6,Sí,Mejor salario
ENC000465,EMP03144,E03,Neoris,Backend Developer,Junior,2023,3.0,2.8,3.2,3.2,3.2,No,Crecimiento profesional
ENC000466,EMP00497,E01,Accenture Monterrey,Software Developer,Junior,2023,4.2,3.5,4.4,3.9,3.9,Tal vez,Crecimiento profesional
ENC000467,EMP00466,E01,Accenture Monterrey,Data Analyst,Senior,2023,4.7,4.1,4.6,4.6,5.0,Tal vez,Crecimiento profesional
ENC000468,EMP00466,E01,Accenture Monterrey,Data Analyst,Senior,2024,5.0,4.5,5.0,4.9,5.0,Tal vez,Crecimiento profesional
ENC000469,EMP04199,E04,Infosys Monterrey,Cybersecurity Analyst,Junior,2023,4.7,4.3,5.0,4.5,4.8,No,N/A
ENC000470,EMP04199,E04,Infosys Monterrey,Cybersecurity Analyst,Junior,2024,4.5,4.1,4.4,4.5,4.7,No,Crecimiento profesional
ENC000471,EMP01403,E01,Accenture Monterrey,Cloud Architect,Senior,2023,4.4,4.2,4.8,4.1,4.7,No,Mejor salario
ENC000472,EMP01403,E01,Accenture Monterrey,Cloud Architect,Senior,2024,4.3,3.8,4.7,4.2,4.3,No,Mejor salario
ENC000473,EMP02836,E02,Tata Consultancy Services,Backend Developer,Mid,2023,4.1,4.1,4.2,4.3,4.2,Tal vez,Crecimiento profesional
ENC000474,EMP02836,E02,Tata Consultancy Services,Backend Developer,Mid,2024,4.8,4.2,4.9,5.0,4.6,Tal vez,Cambio de ciudad
ENC000475,EMP06475,E07,Hexaware Technologies,Software Developer,Senior,2023,4.7,4.3,4.7,5.0,5.0,No,Mejor salario
ENC000476,EMP06475,E07,Hexaware Technologies,Software Developer,Senior,2024,4.4,4.5,4.9,3.6,4.5,Sí,Crecimiento profesional
ENC000477,EMP01401,E01,Accenture Monterrey,Data Analyst,Junior,2023,5.0,4.6,5.0,5.0,4.7,Sí,Mejor salario
ENC000478,EMP01401,E01,Accenture Monterrey,Data Analyst,Junior,2024,4.1,4.3,4.5,4.0,4.2,No,Trabajo remoto
ENC000479,EMP02113,E02,Tata Consultancy Services,Full Stack Developer,Senior,2023,4.8,4.3,5.0,4.8,5.0,No,Cambio de ciudad
ENC000480,EMP02277,E02,Tata Consultancy Services,Cybersecurity Analyst,Mid,2023,4.1,3.9,4.0,3.9,3.6,Sí,Crecimiento profesional
ENC000481,EMP02277,E02,Tata Consultancy Services,Cybersecurity Analyst,Mid,2024,3.3,3.1,3.3,3.2,3.1,No,N/A
ENC000482,EMP04002,E04,Infosys Monterrey,Full Stack Developer,Mid,2023,4.0,4.1,4.3,3.3,3.9,No,Cambio de ciudad
ENC000483,EMP04002,E04,Infosys Monterrey,Full Stack Developer,Mid,2024,4.6,4.1,4.7,5.0,4.7,Tal vez,Mejor salario
ENC000484,EMP07559,E11,Skye Group,Frontend Developer,Senior,2024,5.0,4.8,5.0,5.0,5.0,No,Mejor salario
ENC000485,EMP05088,E05,Globant Monterrey,Data Analyst,Mid,2023,4.8,4.5,5.0,4.7,5.0,No,Crecimiento profesional
ENC000486,EMP05088,E05,Globant Monterrey,Data Analyst,Mid,2024,3.6,3.1,3.8,3.9,3.7,Sí,Mejor salario
ENC000487,EMP02230,E02,Tata Consultancy Services,Backend Developer,Mid,2023,4.7,4.5,4.7,4.1,4.6,No,Crecimiento profesional
ENC000488,EMP07161,E09,Deintec,Software Developer,Junior,2023,4.2,3.9,4.5,3.9,4.0,Sí,Crecimiento profesional
ENC000489,EMP07161,E09,Deintec,Software Developer,Junior,2024,3.1,2.7,3.5,3.2,3.1,Tal vez,N/A
ENC000490,EMP07098,E09,Deintec,Project Manager,Mid,2023,4.2,4.1,4.1,4.1,4.0,No,Cambio de ciudad
ENC000491,EMP07098,E09,Deintec,Project Manager,Mid,2024,4.8,4.5,4.7,4.4,4.9,Tal vez,Cambio de ciudad
ENC000492,EMP01222,E01,Accenture Monterrey,Data Analyst,Junior,2023,4.5,4.1,4.8,4.7,4.4,No,Crecimiento profesional
ENC000493,EMP01222,E01,Accenture Monterrey,Data Analyst,Junior,2024,3.4,3.0,3.6,2.8,3.1,No,Trabajo remoto
ENC000494,EMP01045,E01,Accenture Monterrey,Software Developer,Junior,2023,3.4,2.9,3.0,3.4,3.4,No,Crecimiento profesional
ENC000495,EMP01045,E01,Accenture Monterrey,Software Developer,Junior,2024,4.1,4.1,4.1,3.7,4.5,Tal vez,Trabajo remoto
ENC000496,EMP03993,E04,Infosys Monterrey,DevOps Engineer,Mid,2024,4.5,4.3,4.7,4.2,4.5,No,Cambio de ciudad
ENC000497,EMP07083,E09,Deintec,Cybersecurity Analyst,Senior,2023,4.9,4.5,4.9,5.0,4.4,No,Trabajo remoto
ENC000498,EMP00231,E01,Accenture Monterrey,Full Stack Developer,Mid,2023,4.9,4.5,4.8,4.4,4.8,No,Trabajo remoto
ENC000499,EMP00231,E01,Accenture Monterrey,Full Stack Developer,Mid,2024,4.1,3.7,4.3,3.9,4.0,Tal vez,Crecimiento profesional
ENC000500,EMP03459,E03,Neoris,Backend Developer,Junior,2024,4.2,4.0,4.2,4.1,4.0,Sí,Mejor salario
ENC000501,EMP04692,E04,Infosys Monterrey,Full Stack Developer,Mid,2023,4.4,4.2,4.4,4.4,4.1,No,Crecimiento profesional
ENC000502,EMP04692,E04,Infosys Monterrey,Full Stack Developer,Mid,2024,5.0,4.6,4.9,5.0,4.7,No,Mejor salario
ENC000503,EMP00928,E01,Accenture Monterrey,Software Developer,Junior,2023,3.3,3.4,3.3,3.2,3.1,No,N/A
ENC000504,EMP00928,E01,Accenture Monterrey,Software Developer,Junior,2024,4.2,3.7,4.3,3.9,3.8,No,Mejor salario
ENC000505,EMP07560,E11,Skye Group,Scrum Master,Mid,2023,3.8,4.2,3.7,3.8,3.7,No,Startup propia
ENC000506,EMP07560,E11,Skye Group,Scrum Master,Mid,2024,3.9,3.1,4.1,3.2,4.2,No,Crecimiento profesional
ENC000507,EMP03850,E03,Neoris,Full Stack Developer,Junior,2023,3.3,3.2,3.3,3.3,2.9,Tal vez,Trabajo remoto
ENC000508,EMP03850,E03,Neoris,Full Stack Developer,Junior,2024,4.2,3.9,4.3,3.8,3.7,Sí,Mejor salario
ENC000509,EMP03482,E03,Neoris,Data Analyst,Junior,2024,4.2,3.9,4.4,3.9,4.1,No,Crecimiento profesional
ENC000510,EMP00034,E01,Accenture Monterrey,Full Stack Developer,Mid,2024,4.1,4.1,4.1,3.9,4.0,No,Startup propia
ENC000511,EMP00774,E01,Accenture Monterrey,Backend Developer,Mid,2023,3.4,3.4,3.7,3.0,3.5,Tal vez,Trabajo remoto
ENC000512,EMP04695,E04,Infosys Monterrey,Data Analyst,Mid,2023,4.0,3.4,4.4,3.5,4.3,No,Mejor salario
ENC000513,EMP04695,E04,Infosys Monterrey,Data Analyst,Mid,2024,3.5,3.1,3.3,3.3,3.4,Sí,Mejor salario
ENC000514,EMP03800,E03,Neoris,DevOps Engineer,Senior,2024,4.8,5.0,5.0,4.6,4.5,No,Trabajo remoto
ENC000515,EMP04310,E04,Infosys Monterrey,Backend Developer,Junior,2023,3.6,3.7,3.7,3.2,3.5,Tal vez,Startup propia
ENC000516,EMP04310,E04,Infosys Monterrey,Backend Developer,Junior,2024,3.2,2.8,3.2,2.6,3.4,No,Crecimiento profesional
ENC000517,EMP02511,E02,Tata Consultancy Services,Software Developer,Mid,2023,4.4,3.8,4.5,4.4,4.5,No,Crecimiento profesional
ENC000518,EMP00062,E01,Accenture Monterrey,Full Stack Developer,Mid,2024,4.5,4.2,4.5,5.0,4.2,Sí,N/A
ENC000519,EMP03843,E03,Neoris,Backend Developer,Junior,2023,4.2,4.4,4.4,4.5,4.0,Sí,Trabajo remoto
ENC000520,EMP03843,E03,Neoris,Backend Developer,Junior,2024,3.8,3.8,4.1,3.6,4.0,No,Mejor salario
ENC000521,EMP07029,E09,Deintec,Cybersecurity Analyst,Mid,2023,4.0,3.8,4.3,4.3,4.3,Tal vez,Trabajo remoto
ENC000522,EMP00519,E01,Accenture Monterrey,Software Developer,Mid,2024,4.0,3.5,4.5,3.9,4.0,No,Trabajo remoto
ENC000523,EMP06009,E06,BairesDev,Cybersecurity Analyst,Mid,2023,4.8,4.3,5.0,5.0,5.0,Tal vez,Crecimiento profesional
ENC000524,EMP06009,E06,BairesDev,Cybersecurity Analyst,Mid,2024,3.6,3.0,3.9,2.8,3.7,No,Mejor salario
ENC000525,EMP03405,E03,Neoris,Software Developer,Junior,2023,4.0,3.5,4.0,4.3,4.1,No,Mejor salario
ENC000526,EMP03405,E03,Neoris,Software Developer,Junior,2024,4.4,4.3,4.8,4.9,4.4,No,Mejor salario
ENC000527,EMP06844,E08,AZKA IT Consulting,Software Developer,Senior,2023,4.5,4.4,4.5,4.7,4.4,Sí,Crecimiento profesional
ENC000528,EMP06844,E08,AZKA IT Consulting,Software Developer,Senior,2024,4.9,4.0,4.8,4.8,4.7,No,Crecimiento profesional
ENC000529,EMP00545,E01,Accenture Monterrey,Software Developer,Junior,2023,4.1,4.1,4.2,4.0,4.0,No,Mejor salario
ENC000530,EMP00545,E01,Accenture Monterrey,Software Developer,Junior,2024,4.4,3.9,4.3,4.5,4.4,No,Trabajo remoto
ENC000531,EMP02583,E02,Tata Consultancy Services,Data Analyst,Mid,2023,4.2,3.7,4.2,4.0,4.1,No,Crecimiento profesional
ENC000532,EMP02583,E02,Tata Consultancy Services,Data Analyst,Mid,2024,3.8,3.4,3.9,3.6,3.9,Tal vez,N/A
ENC000533,EMP06516,E08,AZKA IT Consulting,DevOps Engineer,Mid,2024,4.9,4.7,4.9,4.6,5.0,Tal vez,Trabajo remoto
ENC000534,EMP00430,E01,Accenture Monterrey,Full Stack Developer,Junior,2023,4.4,4.4,4.8,3.9,4.4,Sí,Mejor salario
ENC000535,EMP03012,E02,Tata Consultancy Services,Cybersecurity Analyst,Mid,2023,4.5,4.2,4.7,4.2,4.8,Sí,Trabajo remoto
ENC000536,EMP03012,E02,Tata Consultancy Services,Cybersecurity Analyst,Mid,2024,3.2,3.0,3.9,3.4,3.2,No,Startup propia
ENC000537,EMP04915,E05,Globant Monterrey,Scrum Master,Senior,2023,4.9,4.7,4.9,4.8,4.7,Tal vez,Mejor salario
ENC000538,EMP04915,E05,Globant Monterrey,Scrum Master,Senior,2024,4.7,4.7,5.0,4.4,4.5,No,Trabajo remoto
ENC000539,EMP01085,E01,Accenture Monterrey,Backend Developer,Junior,2023,4.4,3.5,4.2,4.3,4.1,Sí,Trabajo remoto
ENC000540,EMP01085,E01,Accenture Monterrey,Backend Developer,Junior,2024,4.2,4.2,4.3,3.9,4.1,Tal vez,Crecimiento profesional
ENC000541,EMP00577,E01,Accenture Monterrey,Backend Developer,Mid,2023,3.8,3.3,3.8,3.6,3.9,Tal vez,Startup propia
ENC000542,EMP00577,E01,Accenture Monterrey,Backend Developer,Mid,2024,3.5,2.9,3.3,3.7,3.4,Sí,N/A
ENC000543,EMP03546,E03,Neoris,Frontend Developer,Mid,2023,4.0,4.0,3.8,4.0,3.9,No,Mejor salario
ENC000544,EMP02274,E02,Tata Consultancy Services,DevOps Engineer,Senior,2023,4.4,3.9,4.2,4.5,4.4,No,Trabajo remoto
ENC000545,EMP02274,E02,Tata Consultancy Services,DevOps Engineer,Senior,2024,4.6,4.2,5.0,4.5,4.3,Tal vez,Mejor salario
ENC000546,EMP06559,E08,AZKA IT Consulting,DevOps Engineer,Senior,2024,3.6,3.2,3.8,3.5,3.4,No,Trabajo remoto
ENC000547,EMP07561,E11,Skye Group,Backend Developer,Junior,2023,4.0,4.2,4.3,4.0,4.3,Tal vez,N/A
ENC000548,EMP07561,E11,Skye Group,Backend Developer,Junior,2024,3.3,3.0,3.5,3.1,3.4,No,Mejor salario
ENC000549,EMP02319,E02,Tata Consultancy Services,Full Stack Developer,Senior,2023,4.2,3.6,4.3,3.7,4.1,Tal vez,Mejor salario
ENC000550,EMP02319,E02,Tata Consultancy Services,Full Stack Developer,Senior,2024,4.9,4.8,4.9,4.7,4.6,No,Mejor salario
ENC000551,EMP06135,E07,Hexaware Technologies,Cybersecurity Analyst,Junior,2023,3.9,3.9,4.0,3.9,4.0,No,Trabajo remoto
ENC000552,EMP04382,E04,Infosys Monterrey,Frontend Developer,Junior,2023,4.0,3.5,4.0,4.1,4.1,Sí,Mejor salario
ENC000553,EMP04382,E04,Infosys Monterrey,Frontend Developer,Junior,2024,4.2,3.9,4.6,4.0,4.2,No,N/A
ENC000554,EMP01759,E01,Accenture Monterrey,Scrum Master,Mid,2023,4.3,4.4,3.9,4.4,4.1,Tal vez,Cambio de ciudad
ENC000555,EMP01759,E01,Accenture Monterrey,Scrum Master,Mid,2024,4.5,4.8,4.7,4.9,4.7,No,Crecimiento profesional
ENC000556,EMP04254,E04,Infosys Monterrey,DevOps Engineer,Senior,2023,5.0,4.7,5.0,5.0,5.0,No,Mejor salario
ENC000557,EMP07348,E10,Axsis Tecnología,Data Analyst,Junior,2024,3.0,2.7,3.1,2.7,2.9,No,Mejor salario
ENC000558,EMP05828,E06,BairesDev,Data Analyst,Mid,2023,3.8,3.4,3.7,3.5,3.9,Tal vez,Cambio de ciudad
ENC000559,EMP05828,E06,BairesDev,Data Analyst,Mid,2024,3.2,3.4,3.1,2.6,3.3,Tal vez,Mejor salario
ENC000560,EMP06325,E07,Hexaware Technologies,Software Developer,Junior,2023,3.9,4.4,3.9,3.6,3.9,No,Crecimiento profesional
ENC000561,EMP07855,E12,TI Monterrey,Software Developer,Mid,2023,3.9,3.4,4.1,4.0,3.9,Sí,Crecimiento profesional
ENC000562,EMP07855,E12,TI Monterrey,Software Developer,Mid,2024,3.3,3.0,3.7,3.2,3.6,Tal vez,Startup propia
ENC000563,EMP05803,E06,BairesDev,Software Developer,Junior,2024,4.1,4.0,4.3,4.3,4.1,Sí,Mejor salario
ENC000564,EMP07724,E11,Skye Group,Data Analyst,Senior,2023,4.1,3.6,4.1,3.7,4.2,Tal vez,Trabajo remoto
ENC000565,EMP01787,E02,Tata Consultancy Services,Project Manager,Senior,2023,3.6,3.7,3.8,4.3,3.7,Sí,Cambio de ciudad
ENC000566,EMP00080,E01,Accenture Monterrey,Cloud Architect,Mid,2023,3.8,3.5,3.8,3.9,3.8,No,Mejor salario
ENC000567,EMP01740,E01,Accenture Monterrey,Full Stack Developer,Senior,2023,4.0,3.8,4.0,4.0,3.7,Tal vez,Crecimiento profesional
ENC000568,EMP01740,E01,Accenture Monterrey,Full Stack Developer,Senior,2024,3.9,3.7,3.8,3.6,3.9,No,Mejor salario
ENC000569,EMP05519,E05,Globant Monterrey,Full Stack Developer,Mid,2023,3.6,3.3,4.1,3.7,3.6,Tal vez,Cambio de ciudad
ENC000570,EMP05519,E05,Globant Monterrey,Full Stack Developer,Mid,2024,3.7,3.8,3.8,3.7,3.8,Sí,Crecimiento profesional
ENC000571,EMP01651,E01,Accenture Monterrey,Cybersecurity Analyst,Junior,2024,3.3,2.4,3.2,3.1,3.2,No,Mejor salario
ENC000572,EMP03338,E03,Neoris,Backend Developer,Mid,2023,3.8,4.0,3.9,3.7,3.5,Sí,Startup propia
ENC000573,EMP03338,E03,Neoris,Backend Developer,Mid,2024,4.5,4.2,4.2,4.7,4.2,No,Mejor salario
ENC000574,EMP01851,E02,Tata Consultancy Services,Cybersecurity Analyst,Junior,2023,4.4,4.2,4.2,4.3,4.3,No,Startup propia
ENC000575,EMP03935,E03,Neoris,Frontend Developer,Mid,2023,4.1,3.9,4.3,4.5,4.2,Sí,Trabajo remoto
ENC000576,EMP03935,E03,Neoris,Frontend Developer,Mid,2024,4.7,4.5,5.0,5.0,5.0,No,Mejor salario
ENC000577,EMP01353,E01,Accenture Monterrey,Data Analyst,Mid,2023,4.5,4.4,4.6,4.5,4.7,Sí,N/A
ENC000578,EMP01353,E01,Accenture Monterrey,Data Analyst,Mid,2024,4.0,4.1,4.1,3.5,3.6,Tal vez,Cambio de ciudad
ENC000579,EMP01260,E01,Accenture Monterrey,Data Analyst,Junior,2023,4.3,4.6,4.3,3.5,4.8,Tal vez,Crecimiento profesional
ENC000580,EMP01260,E01,Accenture Monterrey,Data Analyst,Junior,2024,3.2,2.8,3.4,2.9,2.8,No,Cambio de ciudad
ENC000581,EMP07661,E11,Skye Group,Software Developer,Mid,2023,4.1,3.8,3.9,3.9,4.3,Tal vez,Mejor salario
ENC000582,EMP07661,E11,Skye Group,Software Developer,Mid,2024,3.4,3.8,3.4,4.2,3.3,No,Trabajo remoto
ENC000583,EMP07778,E12,TI Monterrey,Software Developer,Mid,2023,3.9,3.5,4.1,3.9,4.2,No,Mejor salario
ENC000584,EMP07778,E12,TI Monterrey,Software Developer,Mid,2024,3.7,3.4,4.0,3.6,3.7,Sí,Mejor salario
ENC000585,EMP06631,E08,AZKA IT Consulting,Data Analyst,Junior,2023,3.8,3.0,3.6,3.7,3.8,Tal vez,Trabajo remoto
ENC000586,EMP04679,E04,Infosys Monterrey,Cybersecurity Analyst,Mid,2023,3.6,3.6,3.6,3.5,3.7,Sí,Mejor salario
ENC000587,EMP05603,E06,BairesDev,Data Analyst,Junior,2023,4.3,4.0,4.6,4.1,4.6,Tal vez,N/A
ENC000588,EMP05603,E06,BairesDev,Data Analyst,Junior,2024,4.5,3.8,4.7,4.3,4.6,Sí,Crecimiento profesional
ENC000589,EMP02440,E02,Tata Consultancy Services,Project Manager,Mid,2023,4.2,3.5,4.5,3.9,4.2,Sí,Mejor salario
ENC000590,EMP03423,E03,Neoris,Data Analyst,Junior,2023,4.4,4.4,4.7,4.5,4.8,Tal vez,Mejor salario
ENC000591,EMP03423,E03,Neoris,Data Analyst,Junior,2024,3.7,3.5,3.8,3.6,4.1,Tal vez,Crecimiento profesional
